title,runtime,genre,rating,votes,metascore
Music,107 min,"Drama, Musical",3.2,"7,840",23
Violet,92 min,Drama,5.8,897,61
Miss Willoughby and the Haunted Bookshop,90 min,"Adventure, Crime, Mystery",5.2,531,
The Resort,76 min,Horror,3.1,"2,488",
Endangered Species,101 min,"Action, Thriller",4.6,"1,726",
This Is the Night,107 min,"Comedy, Drama",5.5,598,
Ainbo,84 min,"Animation, Adventure, Comedy",4.7,"1,530",
Rise of the Footsoldier: Origins,107 min,"Action, Crime, Drama",5.9,"2,647",
Long Story Short,90 min,"Comedy, Fantasy, Romance",6.5,"4,671",
Bob Biswas,131 min,"Crime, Drama, Thriller",6.7,"6,952",
Monster Family 2,103 min,"Animation, Comedy, Family",4.7,601,
To Olivia,99 min,"Biography, Drama",6.4,"1,082",47
The Forgiven,117 min,Drama,6.5,127,67
Heart of Champions,119 min,"Drama, Sport",5.6,687,
Blue Miracle,95 min,"Adventure, Biography, Drama",6.6,"6,633",48
Girl Next,102 min,"Horror, Thriller",5.3,"4,161",
Veneciafrenia,80 min,"Adventure, Horror, Thriller",5.7,304,
A Week Away,94 min,"Drama, Family, Musical",5.7,"4,485",32
Break Every Chain,103 min,"Biography, Drama",3.9,268,
Shyam Singha Roy,155 min,"Drama, Romance",7.7,"11,140",
Some Like It Rare,87 min,"Comedy, Horror",6.6,"1,082",
Inbetween Girl,89 min,Drama,6.2,161,74
Mascarpone,101 min,"Comedy, Drama, Romance",6.7,819,
Best Sellers,102 min,"Comedy, Drama",6.1,"3,579",54
Escape from Mogadishu,121 min,"Action, Drama, Thriller",7,"4,290",71
7 Prisoners,93 min,"Crime, Drama",7.1,"6,461",80
The Bezonians,98 min,"Crime, Drama, Thriller",5.4,"3,680",
Gaia,96 min,"Drama, Fantasy, Horror",5.6,"4,751",64
The Djinn,82 min,"Horror, Thriller",4.8,"4,086",59
Shepherd,103 min,"Horror, Mystery",4.9,499,
Great White,91 min,"Horror, Thriller",4.1,"6,935",45
To All the Boys: Always and Forever,109 min,"Comedy, Drama, Romance",6.3,"24,243",65
13 Fanboy,101 min,Horror,4,555,
The Advent Calendar,104 min,"Horror, Thriller",6.4,"2,626",51
Spoiled Brats,95 min,Comedy,6.1,"5,366",
Silk Road,112 min,"Crime, Drama, Thriller",5.9,"5,319",41
Friendzone,88 min,"Comedy, Romance",5.9,"3,195",
Mimi,132 min,"Comedy, Drama",7.9,"37,493",
Shershaah,135 min,"Action, Biography, Drama",8.4,"116,865",
The Whole Truth,125 min,"Drama, Horror, Mystery",5.1,"3,077",
Evangelion: 3.0+1.01 Thrice Upon a Time,154 min,"Animation, Action, Drama",8,"8,798",84
Superhost,84 min,"Horror, Thriller",5.5,"2,579",
The Last Rite,107 min,Horror,3.5,538,
The Power,92 min,"Drama, Fantasy, Horror",5.5,"4,275",60
South of Heaven,120 min,"Action, Crime, Drama",5.7,"1,515",42
Afterlife of the Party,109 min,"Comedy, Drama, Fantasy",5.7,"8,231",
The Marco Effect,125 min,"Crime, Thriller",5.2,"1,785",
Crabs!,80 min,"Comedy, Horror",4.4,337,
Homebound,71 min,"Drama, Horror, Mystery",4.4,266,39
The Last Mercenary,110 min,"Action, Adventure, Comedy",5.3,"8,280",48
The Auschwitz Report,94 min,"Drama, History, War",6.5,"1,676",79
"Onoda: 10,000 Nights in the Jungle",173 min,"Adventure, Drama, War",7.3,"1,218",79
Mistletoe Mixup,83 min,"Comedy, Romance",5.6,772,
Ride or Die,142 min,"Drama, Romance, Thriller",5.5,"1,810",64
The Pilot. A Battle for Survival,105 min,"Biography, Drama, History",6,969,
We Need to Do Something,97 min,"Horror, Mystery",4.5,"2,357",48
Maixabel,115 min,Drama,7.2,"1,766",
Body Brokers,111 min,"Crime, Drama, Thriller",6.2,"2,779",64
North Hollywood,93 min,"Comedy, Drama, Sport",5.9,"1,863",
A Writer's Odyssey,130 min,"Action, Adventure, Fantasy",6.2,"2,556",
New York Ninja,93 min,"Action, Crime, Thriller",5.7,712,
Edge of the World,104 min,"Adventure, Drama",5.2,"1,976",42
Jockey,94 min,Drama,6.5,711,77
Diary of a Wimpy Kid,58 min,"Animation, Comedy, Drama",5.1,"2,604",50
Rurouni Kenshin: Final Chapter Part II - The Beginning,137 min,"Action, Adventure, Drama",7.4,"7,968",
The Stairs,92 min,"Horror, Mystery",3.8,"1,149",
Asking for It,97 min,Thriller,2.9,487,20
Witch Hunt,98 min,"Fantasy, Horror, Thriller",4.6,898,
Jakob's Wife,98 min,Horror,5.5,"3,318",59
My Best Friend Anne Frank,103 min,Drama,6.2,"3,829",
Hideout,114 min,"Horror, Mystery, Thriller",4.8,"6,782",
Son,98 min,"Horror, Thriller",5.6,"5,079",54
The Manor,81 min,"Horror, Mystery",5.3,"5,192",59
National Champions,116 min,"Drama, Sport",5.5,"1,168",52
The House Next Door: Meet the Blacks 2,97 min,"Action, Comedy, Horror",3.8,"1,465",
Shiddat,146 min,Romance,7.7,"19,545",
Castle Falls,90 min,"Action, Drama, Thriller",5.2,"1,510",
8-Bit Christmas,97 min,"Comedy, Family",6.7,"15,612",66
Night Raiders,101 min,"Action, Sci-Fi, Thriller",5.2,825,63
Prey,87 min,"Adventure, Drama, Thriller",4.3,"7,090",
The Last Son,96 min,"Action, Drama, Thriller",4.6,"1,129",
Downfalls High,46 min,"Drama, Musical, Romance",7.1,"1,551",
The Summit of the Gods,95 min,"Animation, Adventure, Drama",7.5,"5,024",78
Waiting for Bojangles,124 min,Drama,6.7,469,
The Loud House Movie,83 min,"Animation, Adventure, Comedy",6.2,"1,900",
Seal Team,101 min,"Animation, Comedy",5.5,"1,245",
The Laureate,104 min,"Drama, Thriller",5,246,50
Birds of Paradise,113 min,Drama,5.8,"2,152",57
Single All the Way,99 min,"Comedy, Drama, Romance",6.1,"14,876",49
OSS 117: From Africa with Love,117 min,"Action, Comedy",5.9,"3,794",
Last Call,102 min,Comedy,4.1,709,
Plan B,107 min,Comedy,6.7,"3,285",74
America: The Motion Picture,98 min,"Animation, Action, Adventure",5.6,"6,171",38
Lust Life Love,99 min,"Drama, Romance",3.6,171,
Hell Hath No Fury,94 min,"Action, War",4.6,"1,864",
Vanquish,94 min,"Action, Thriller",2.8,"4,187",22
Atrangi Re,138 min,"Comedy, Drama, Romance",6.5,"23,985",
Raging Fire,126 min,"Action, Adventure, Crime",6.6,"3,853",72
Rurouni Kenshin: Final Chapter Part I - The Final,138 min,"Action, Drama",7.2,"8,372",
Adieu Monsieur Haffmann,115 min,Drama,6.7,402,
Charlotte,92 min,Animation,6.2,91,58
The Last Thing Mary Saw,89 min,"Drama, Horror, Thriller",5.2,"1,091",52
Chandigarh Kare Aashiqui,117 min,"Comedy, Crime, Drama",6.8,"12,535",
Planet Dune,86 min,"Action, Adventure, Horror",2.1,530,
Fabian: Going to the Dogs,176 min,"Drama, Romance",7.3,"1,072",68
Swan Song,105 min,Drama,7,"2,005",66
A Castle for Christmas,98 min,"Adventure, Comedy, Drama",5.5,"11,745",53
The Last Bus,86 min,Drama,6.5,"1,363",37
Don't Kill Me,90 min,"Fantasy, Horror, Romance",4.3,"1,633",
Come from Away,106 min,"Comedy, Drama, Musical",8.5,"2,670",83
Supercool,100 min,"Action, Comedy, Crime",5.1,498,
Azor,100 min,"Drama, Thriller",6.6,"2,057",88
Three Floors,119 min,"Comedy, Drama",6.3,"1,618",42
Ninjababy,103 min,"Comedy, Drama",7.3,999,
Yara,96 min,"Crime, Drama, Thriller",6.2,"4,642",
Ultrasound,103 min,"Drama, Mystery, Sci-Fi",5.6,598,55
Every Last One of Them,82 min,Action,3.1,572,
A Boy Called Christmas,106 min,"Adventure, Drama, Family",6.7,"20,841",61
Amira,98 min,Drama,2.5,"7,704",
Trollhunters: Rise of the Titans,104 min,"Animation, Action, Adventure",6.7,"4,622",
Flora & Ulysses,95 min,"Adventure, Comedy, Family",6.2,"5,944",62
Vicky and Her Mystery,84 min,Drama,6.4,"1,790",
Cube,108 min,"Horror, Mystery, Sci-Fi",4.6,680,
A Taste of Hunger,104 min,"Drama, Romance",6.4,795,61
Security,118 min,Thriller,4.9,"1,937",
Minnal Murali,158 min,"Action, Adventure, Comedy",7.9,"27,263",
The Emigrants,148 min,"Drama, History",6.8,890,
The War Below,96 min,"Drama, History, War",6.5,"2,200",
Father of Flies,78 min,Horror,4.1,200,
The Princess Switch 3,106 min,"Comedy, Drama, Family",5.5,"5,620",
Seance,92 min,"Horror, Mystery",5.2,"3,001",45
The Seventh Day,87 min,"Horror, Mystery",4.5,"4,253",43
East of the Mountains,93 min,"Action, Drama",5.6,622,69
Ghabrana Nahi Hai,,"Action, Comedy, Drama",6.8,102,
Trigger Point,85 min,"Action, Mystery, Thriller",4.9,"2,259",
Justice Society: World War II,84 min,"Animation, Action, Adventure",6.4,"6,866",
Dark Web: Cicada 3301,104 min,"Action, Comedy, Thriller",4.9,"1,818",
Sooryavanshi,145 min,"Action, Crime, Thriller",6.5,"75,225",
Antim: The Final Truth,138 min,"Action, Crime, Drama",7.1,"39,954",
Habit,81 min,"Action, Comedy, Drama",2.7,991,
The Cleaner,93 min,"Action, Crime, Drama",5,430,
Mixtape,93 min,"Comedy, Drama, Family",6.6,"3,189",
Casablanca Beats,101 min,"Crime, Drama, Music",5.9,277,64
Hive,84 min,Drama,7.1,"2,537",73
The 8th Night,115 min,"Horror, Thriller",5.3,"3,182",
Dhamaka,103 min,"Crime, Drama, Thriller",7.5,"39,632",
Twist,90 min,"Action, Drama",4.1,"2,601",
Kurup,140 min,"Biography, Crime, Thriller",7.1,"12,103",
King Knight,81 min,"Comedy, Horror",5.1,397,30
The Battle at Lake Changjin,176 min,"Action, Drama, History",5.2,"2,588",
Nightride,97 min,"Crime, Drama, Thriller",5.7,536,51
Catch the Fair One,85 min,"Crime, Thriller",6.4,876,71
The Execution,130 min,Thriller,6.7,343,
The Royal Game,110 min,"Drama, Thriller, War",6.9,"1,119",
Mona Lisa and the Blood Moon,106 min,"Fantasy, Mystery, Thriller",6.4,285,67
Offseason,83 min,"Drama, Fantasy, Horror",4.9,798,55
Senior Moment,92 min,"Comedy, Drama, Romance",6,"1,768",41
For the Love of Money,99 min,"Drama, Thriller",4.3,638,
The Wasteland,92 min,"Drama, Horror, Mystery",4.6,"3,832",
Our Father,96 min,"Comedy, Drama",5,130,
Cam Girls,85 min,Romance,2.9,323,
Batman: Soul of the Dragon,83 min,"Animation, Action, Adventure",6,"5,647",
The Laws of the Border,127 min,"Action, Adventure, Crime",6.9,"3,724",
Slumber Party Massacre,86 min,Horror,5,"1,879",
Gabriel's Rapture,106 min,Romance,5.6,844,
Wicked,114 min,"Drama, Fantasy, Romance",5.3,867,
American Traitor: The Trial of Axis Sally,109 min,Drama,5.6,"2,305",25
Radhe,135 min,"Action, Crime, Thriller",2,"176,610",
One Night Off,104 min,Comedy,5.5,857,
Sounds Like Love,110 min,"Comedy, Music, Romance",5.4,"2,030",
The Gardener,88 min,"Action, Drama",3.5,286,
Introspectum Motel,88 min,"Drama, Thriller",3.8,640,
Full Time,88 min,Drama,7.5,489,
American Insurrection,115 min,Drama,2.4,"1,243",
Bordertown: The Mural Murders,107 min,"Crime, Drama, Mystery",6.2,"2,079",
The Humans and the Mongoose,120 min,"Comedy, Fantasy, Horror",5.5,744,
Mortal Kombat Legends: Battle of the Realms,80 min,"Animation, Action, Adventure",6.5,"5,887",
Diana,117 min,"Biography, Drama, Musical",4.2,"1,229",29
Pirates,80 min,Comedy,5.6,634,73
Riverdance: The Animated Adventure,90 min,"Animation, Adventure, Comedy",5.5,"1,701",
The Mad Women's Ball,122 min,"Drama, Thriller",6.6,"2,932",72
Asteroid,84 min,"Action, Comedy, Drama",4.4,497,
The Last Execution,116 min,"Biography, Drama",6.9,390,
End Game,119 min,"Action, Comedy, Crime",6.2,795,
Leave No Traces,160 min,Drama,7.1,946,
Malibu Horror Story,93 min,"Horror, Thriller",6.8,74,
Risen,109 min,"Drama, Sci-Fi, Thriller",3.4,"1,927",
Major Grom: Plague Doctor,136 min,"Action, Crime",6.3,"11,723",
God's Not Dead: We the People,110 min,Drama,4.2,"1,108",
Lantern's Lane,95 min,"Comedy, Horror, Thriller",3.1,481,
Jungle Run,85 min,"Action, Adventure, Thriller",2.8,518,
Till We Meet Again,128 min,"Drama, Fantasy, Romance",6.8,943,
Nobody Has to Know,99 min,"Drama, Romance",6.8,386,
Vanishing,88 min,"Crime, Drama, Mystery",5.7,120,
The God Committee,98 min,Drama,5.8,"3,879",48
Xtreme,111 min,"Action, Crime, Drama",5.8,"4,276",
Father Christmas Is Back,105 min,Comedy,4.5,"5,624",
Yuni,95 min,Drama,7.6,727,
Plan A,109 min,"Drama, Thriller",5.6,643,
The Yellow Wallpaper,99 min,Horror,4.8,113,
Burning at Both Ends,110 min,Drama,4.6,134,
Lair,96 min,"Horror, Thriller",5.5,"3,713",
The Devil Below,88 min,"Horror, Thriller",4.2,"4,220",
Sailor Moon Eternal,160 min,"Animation, Action, Adventure",6.9,"1,216",
The Free Fall,82 min,Horror,4.6,574,
Ferry,106 min,"Action, Crime, Drama",7,"10,754",
Everything Went Fine,113 min,Drama,6.9,"1,203",71
This Little Love of Mine,91 min,Romance,5.3,"2,406",
Neptune Frost,105 min,"Musical, Sci-Fi",6.3,118,72
Ali & Ava,95 min,Drama,7.2,710,78
A Banquet,97 min,Horror,4.7,531,59
Vengeance Is Mine,79 min,"Action, Thriller",5.3,"5,331",
Zoey's Extraordinary Christmas,99 min,"Comedy, Drama, Fantasy",7.3,"1,508",
India Sweets and Spices,101 min,Comedy,5.9,499,57
The Curse of Turandot,111 min,"Action, Fantasy, Romance",4.3,152,
Margrete: Queen of the North,120 min,"Biography, Drama, History",6.7,"1,196",68
Ghosts of the Ozarks,107 min,"Horror, Mystery, Thriller",4.1,336,
The Accursed,84 min,"Drama, Horror, Mystery",4.7,"2,706",
Chehre,139 min,"Drama, Mystery, Thriller",6.6,"26,910",
Checkered Ninja 2,86 min,"Animation, Comedy, Family",7.1,"1,083",
Kaamelott: First Installment,120 min,"Adventure, Comedy, Fantasy",6.3,"3,225",
I Am All Girls,107 min,"Crime, Drama, Mystery",5.9,"5,705",
Boogie,90 min,"Drama, Sport",5.2,"1,994",54
Happily,96 min,"Comedy, Crime, Romance",5.3,"3,791",58
Redemption Day,99 min,"Action, Drama, Thriller",4.5,"23,597",22
The Hole,93 min,Drama,6.7,371,72
Love Gets a Room,103 min,"Adventure, Drama, Musical",6.9,412,
Slapface,85 min,"Horror, Thriller",5.2,"1,159",
Rogue Hostage,93 min,"Action, Thriller",3.3,"2,065",
Olga,85 min,"Drama, Sport",7,422,
Another Girl,95 min,"Drama, Thriller",4.3,330,
Sentinelle,80 min,"Action, Crime, Drama",4.7,"7,728",
Ghostwriter,,Thriller,7.3,45,
Triumph,100 min,Drama,5.7,366,
Private Desert,121 min,Drama,7.2,871,
Fantasies,102 min,Comedy,5.5,544,
Resort to Love,101 min,"Comedy, Romance",5.7,"5,588",46
Operation Hyacinth,112 min,"Crime, Drama",6.7,"2,929",
Wildhood,99 min,Drama,6.6,220,
Strawberry Mansion,91 min,"Adventure, Comedy, Drama",6.5,968,75
Death Rider in the House of Vampires,92 min,"Horror, Western",4,167,
The Accusation,138 min,Drama,6.9,379,
Petrov's Flu,145 min,"Comedy, Crime, Drama",6.8,"1,827",74
True Things,102 min,Drama,6.2,280,63
"If I Can't Have Love, I Want Power",53 min,"Drama, Fantasy, Horror",6.4,"1,599",
What Do We See When We Look at the Sky?,150 min,Drama,7,"1,271",85
People Just Do Nothing: Big in Japan,97 min,"Comedy, Music",6.9,"2,720",63
Recalled,99 min,"Drama, Mystery, Thriller",6.7,"3,974",
Two,70 min,"Drama, Mystery, Thriller",4.3,"4,241",
My Sweet Monster,98 min,"Animation, Adventure, Family",4.9,154,
Nezha Reborn,118 min,"Animation, Action, Fantasy",6.8,"3,074",
We Broke Up,80 min,"Comedy, Drama",4.9,"1,071",53
Fever Dream,93 min,"Drama, Horror, Mystery",5.4,"1,826",75
18½,88 min,"Drama, Thriller",7,42,
Last Train to Christmas,110 min,"Comedy, Drama, Fantasy",6,"2,441",
Stuck Together,125 min,Comedy,6.3,"6,723",
The Getaway King,100 min,"Action, Comedy, Crime",6.7,"1,125",
Masquerade,80 min,"Horror, Thriller",3.8,811,
Here Before,83 min,"Drama, Mystery, Thriller",5.7,617,69
Rebels @ School,108 min,Comedy,6.2,939,
The Girl Who Believes in Miracles,100 min,"Drama, Family",5.4,746,
Red Dot,86 min,"Drama, Horror, Thriller",5.5,"13,161",
Juniper,94 min,Drama,6.3,541,
Between Two Worlds,106 min,Drama,7,455,63
Ajeeb Daastaans,142 min,"Drama, Romance",6.7,"5,667",
Aquarium of the Dead,86 min,"Action, Comedy, Horror",2.9,694,
The Good House,114 min,"Comedy, Drama",7.3,51,62
Detective Conan: The Scarlet Bullet,110 min,"Animation, Action, Crime",6.1,"1,012",
Me You Madness,98 min,Comedy,3.7,"1,195",7
Megaboa,85 min,"Action, Horror",2.6,240,
Tadap,126 min,"Action, Drama, Romance",5.2,"4,158",
The King of Laughter,133 min,"Biography, Drama",7.2,808,
The Mother the Son the Rat and the Gun,115 min,"Crime, Thriller",4.5,183,
The Inner Cage,117 min,Drama,7.1,990,
Human Factors,102 min,"Drama, Thriller",5.9,413,60
Italian Studies,81 min,Drama,4.7,443,59
Velvet,60 min,Drama,5.5,43,
Indiana Jones and the Sanctuary of the Black Order,100 min,"Action, Adventure, Romance",4.3,119,
It Takes Three,90 min,"Comedy, Romance",4.9,181,
Dating & New York,91 min,Comedy,4.8,535,42
Hard Hit,94 min,"Drama, Thriller",6.1,"1,194",
Skinwalker,94 min,"Thriller, Western",3.3,186,
Doctor,148 min,"Action, Comedy, Crime",7.5,"14,778",
The Divide,98 min,"Comedy, Drama",6.6,685,61
Secret Magic Control Agency,103 min,"Animation, Adventure, Comedy",6.2,"3,954",
Martyrs Lane,96 min,Horror,5.5,"1,331",64
Seobok,114 min,"Action, Sci-Fi, Thriller",6.1,"2,950",
Photocopier,130 min,"Crime, Drama, Mystery",6.8,"2,820",
A Cinderella Story: Starstruck,96 min,"Comedy, Drama, Family",5.4,586,
The Dunes,98 min,Thriller,6.7,"2,453",
Off the Rails,94 min,Comedy,5.2,435,24
Death Valley,91 min,"Action, Horror, Sci-Fi",3.9,"1,322",
Forever Out of My League,105 min,"Comedy, Drama, Romance",5.2,372,
The Girl on the Train,120 min,"Crime, Drama, Mystery",4.5,"14,466",
Sinkhole,117 min,"Action, Comedy, Drama",6.1,"1,404",
Natural Light,103 min,"Drama, History, War",6,772,59
Crime Story,98 min,"Crime, Drama, Thriller",3.7,618,
Coast,96 min,Drama,4.9,133,
Flashback,94 min,"Comedy, Sci-Fi",5.7,431,
Little Tornadoes,90 min,Drama,7.9,33,
The Wedding Trip,99 min,"Comedy, Romance",5.6,443,
In Front of Your Face,85 min,Drama,7,578,87
Apache Junction,94 min,"Action, Adventure, Crime",3.9,349,
Red Stone,97 min,"Crime, Drama, Mystery",4.6,"1,001",
JJ+E,90 min,"Drama, Romance",5.3,"1,660",
Devil's Triangle,87 min,"Action, Fantasy, Horror",2.2,276,
Dynasty Warriors,119 min,"Action, Adventure, Fantasy",4.7,"2,082",
The Nature of Romance,,,6.3,45,
Simone,116 min,"Romance, Thriller",8,37,
The Girl and the Spider,98 min,Drama,6.1,746,83
Born a Champion,112 min,"Action, Drama, Sport",6.8,"3,718",
Jason Rising: A Friday the 13th Fan Film,58 min,"Drama, Horror",6.4,282,
Not to Forget,84 min,Drama,4.9,"7,958",
The Fable: The Killer Who Doesn't Kill,133 min,"Action, Comedy, Mystery",6.8,"1,331",
Queen of Spades,91 min,Horror,3.6,631,
Gunfight at Dry River,101 min,"Action, Drama, Romance",3.8,180,
Marilyn's Eyes,114 min,"Comedy, Drama",6.6,"1,275",
Serial (Bad) Weddings 3,98 min,Comedy,5.9,189,
The Swimmer,83 min,"Drama, Sport",6,138,
Mahjong Nights,111 min,Drama,5.5,194,
6:45,96 min,Thriller,4,503,
After Party,,Comedy,,,
Nobody Sleeps in the Woods Tonight 2,96 min,"Comedy, Horror, Thriller",3.9,"3,441",
Dr. Bird's Advice for Sad Poets,109 min,"Comedy, Drama, Mystery",6,684,
Never Back Down: Revolt,89 min,"Action, Crime, Drama",4,484,
Infinitum: Subject Unknown,86 min,"Mystery, Sci-Fi",5.2,"7,455",
Still Out of My League,114 min,"Comedy, Drama, Romance",5.4,732,
Meenakshi Sundareshwar,140 min,"Comedy, Romance",7.3,"17,174",
The Secret of Sinchanee,115 min,Horror,5.3,"2,223",
The Restless,117 min,Drama,6.7,583,78
Wild Indian,90 min,"Crime, Drama, Mystery",5.9,"1,113",74
Little Sorcerer,86 min,"Animation, Adventure, Family",4.1,203,
The Sacred Spirit,97 min,"Comedy, Drama, Sci-Fi",6.8,397,
The Ambush,102 min,"Action, Drama, War",8.5,811,
Kadaisi Vivasayi,122 min,"Comedy, Drama",8.9,"2,590",
The Soul,130 min,"Drama, Mystery, Sci-Fi",6.6,"2,691",
Walk With Me,112 min,Drama,4.7,145,
Super-héros malgré lui,82 min,"Action, Comedy",6.2,416,
Montford: The Chickasaw Rancher,96 min,"Biography, Drama, History",6.6,704,
Sweetheart,103 min,"Comedy, Drama, Romance",6.4,499,
The Cursed,110 min,Horror,6.1,101,
Haseen Dillruba,135 min,"Crime, Drama, Mystery",6.9,"25,867",
Creation Stories,105 min,"Biography, Drama, Music",6.1,"1,243",53
Phobias,85 min,"Horror, Thriller",3.6,946,
In for a Murder,105 min,"Comedy, Thriller",5.3,"1,394",
Long Weekend,91 min,"Comedy, Romance",6,"1,167",53
Let the Wrong One In,100 min,"Action, Comedy, Horror",5.5,367,
Supereroi,122 min,"Comedy, Drama, Romance",6.8,647,
Promises,113 min,Drama,5.7,173,
Doors,84 min,Sci-Fi,3.5,"2,567",
Outsiders,85 min,"Mystery, Sci-Fi, Thriller",3.7,285,
Honey Girls,90 min,"Comedy, Family, Music",4.8,159,
Hotel Poseidon,90 min,Horror,5.8,159,
Ahed's Knee,109 min,Drama,6.5,693,79
The Knower,110 min,"Action, Thriller",6.4,"1,550",
America Latina,90 min,"Drama, Mystery, Thriller",6.3,"1,422",30
I Am Mortal,83 min,Sci-Fi,3,379,
Haters,90 min,Comedy,3.5,146,
A Little Italian Vacation,78 min,"Comedy, Drama, Romance",3.7,342,
The Space Between,95 min,"Comedy, Drama",5.4,474,
Luzzu,94 min,Drama,7,998,79
Emergency Declaration,147 min,"Action, Drama, Thriller",8.6,102,
She Will,95 min,Thriller,6,174,
American Girl,101 min,Drama,7.2,"1,068",
Land of Dreams,113 min,Comedy,6,102,
Miracle: Letters to the President,117 min,Drama,7.2,552,
The Four of Us,88 min,"Comedy, Drama, Romance",5.3,997,
Inexorable,98 min,Thriller,6.4,361,
Bliss,91 min,"Drama, Romance",5.4,221,
Killer Movie: Director's Cut,80 min,"Comedy, Horror, Mystery",4.6,209,
The Ghosts of Borley Rectory,80 min,"Drama, Horror, Mystery",4.2,533,
Jill,101 min,Drama,9.2,6,
The Ice Demon,92 min,"Horror, Thriller",3.3,255,
L'ultimo paradiso,107 min,"Drama, Romance",5.6,"1,312",
No Future,89 min,"Drama, Romance",5.5,266,65
Waiting for Godot,180 min,Drama,7.2,20,
Stop-Zemlia,122 min,Drama,7.3,762,60
Rashmi Rocket,129 min,"Drama, Sport",7.9,"10,366",
Hum Do Hamare Do,128 min,Comedy,6,"6,754",
Good Life,105 min,Drama,6.8,108,
Love Spreads,93 min,Comedy,3.3,142,
Payback,91 min,Thriller,5.9,"6,570",
The Blazing World,101 min,"Adventure, Comedy, Fantasy",4.5,516,33
The Exchange,93 min,"Comedy, Drama",5.6,370,
Broken Keys,110 min,Drama,7,127,
Anything Goes,159 min,"Comedy, Musical, Romance",7.8,213,
Val,81 min,"Comedy, Horror, Thriller",5.1,564,
Memory Box,102 min,Drama,6.9,302,74
Last Summer,101 min,"Drama, Romance",6.3,"2,785",
Small Body,89 min,Drama,7.2,283,77
